367;0.000565210353685
249;0.000517060506983
145;0.000486438985842
264;0.00047315398108
266;0.000464777371109
123;0.000441100175439
127;0.000440396970657
122;0.000438691587882
1317;0.000436403316485
5;0.000433455709365
251;0.000421869149654
427;0.000418348571256
149;0.000392431770791
176;0.000384146421303
353;0.000377908033463
390;0.000376336301525
559;0.000372272967243
124;0.000371470848653
4;0.000366491270972
7;0.000355342013693
177;0.000352001448195
146;0.000349125507999
424;0.000339561419054
368;0.000338641962915
3;0.000336427990513
422;0.00032997994059
147;0.000327350525811
143;0.000319647865162
248;0.000319164392786
369;0.000318123957015
125;0.000312531029495
144;0.000310864985157
128;0.00031064760995
754;0.000304317219357
8;0.000298476113407
247;0.00029843345812
126;0.000294237693787
179;0.000293105418351
175;0.000292319281812
121;0.000286296553167
2018;0.000284820419329
9;0.000284399767633
174;0.00028087974286
352;0.000280326873913
250;0.000277599762566
667;0.000272046597821
856;0.000267618098859
252;0.000265603789651
1245;0.000261231738756
148;0.000254228274052
246;0.000252982266474
666;0.000251044313352
762;0.000234305032899
129;0.000226729572693
2001;0.000224225906811
423;0.000223312046705
265;0.000220186110483
717;0.000215506574248
697;0.000184177832559
180;0.000176861788413
238;0.000174557634236
1956;0.00015314797718
426;0.00015278970938
753;0.000152588175036
1246;0.00015057918415
946;0.000148637683488
17;0.000146599131949
586;0.000144085747198
2414;0.0001418358198
718;0.000129265943173
947;0.000128074664033
31;0.000124624226542
351;0.00012197385555
2098;0.000119853543453
152;0.000118338365884
698;0.000114057133095
1056;0.000113036565086
1903;0.000112969303065
1022;0.000112853955862
1787;0.000112315858246
2377;0.00011210994053
558;0.000112038481373
1511;0.000111531344362
503;0.00011066228533
285;0.000109420902443
755;0.000108675146343
983;0.000107544263812
700;0.000106323399416
554;0.000106141369757
1227;0.000104502683177
823;0.000104245615833
3109;0.000103453608075
3149;0.000103383517811
261;0.000102321332543
1036;0.000101671656853
788;0.000100584819024
219;0.000100537617494
731;0.000100532648146
695;9.79822551611e-05
2064;9.75414766466e-05
1842;9.66343265481e-05
942;9.63300213087e-05
478;9.59503852994e-05
2579;9.58319577145e-05
2254;9.42416201326e-05
1591;9.31363686082e-05
38;9.3093249841e-05
3301;9.24868907206e-05
3551;9.21214124337e-05
2059;9.12172100212e-05
3981;9.1051237192e-05
921;9.10022481021e-05
962;9.06244724181e-05
2338;9.05282392118e-05
612;9.01177334552e-05
376;9.0094875716e-05
2077;8.98489786639e-05
1067;8.92421629261e-05
852;8.8922515813e-05
870;8.88845339782e-05
1050;8.83740701818e-05
1021;8.79745722962e-05
837;8.79182460078e-05
813;8.75828320497e-05
2086;8.75238497141e-05
1001;8.7350737e-05
2194;8.65265838767e-05
3813;8.64970376762e-05
2042;8.58526339496e-05
491;8.54943918836e-05
1412;8.54718995717e-05
1064;8.54436394718e-05
2074;8.54268597415e-05
2975;8.54230078893e-05
924;8.53630773904e-05
3218;8.50816170825e-05
2214;8.44274180555e-05
1575;8.43537546564e-05
1451;8.42298607857e-05
1087;8.38990140436e-05
1608;8.33489164629e-05
840;8.25952993979e-05
260;8.25554018702e-05
5338;8.23930855931e-05
1157;8.19739890437e-05
200;8.18175723362e-05
2707;8.17151597364e-05
4170;8.14057301984e-05
2017;8.13238799893e-05
1860;8.12493141659e-05
892;8.11326310197e-05
108;8.09366351651e-05
2207;8.09004374378e-05
1980;8.08948491024e-05
113;8.08236471214e-05
3497;8.06999350215e-05
363;8.06817253291e-05
2193;8.04832032633e-05
459;8.03201964738e-05
133;8.00533773745e-05
513;7.99285241741e-05
1867;7.97774492448e-05
1800;7.93555271927e-05
585;7.93506034279e-05
222;7.93483718845e-05
57;7.90069346635e-05
3849;7.89908218353e-05
1900;7.87983632479e-05
584;7.8787726813e-05
2383;7.85756332232e-05
1023;7.82079873251e-05
2652;7.77431091228e-05
1688;7.74621581705e-05
822;7.71339161033e-05
5566;7.71278400361e-05
873;7.70700169207e-05
940;7.70180462941e-05
132;7.66981893062e-05
1539;7.65625135399e-05
1983;7.63592723961e-05
2538;7.60642706016e-05
5157;7.59042374817e-05
2322;7.5853618856e-05
63;7.56754622697e-05
1749;7.55807491864e-05
2060;7.55448992837e-05
1947;7.5502623722e-05
3105;7.54048884307e-05
665;7.52885055277e-05
114;7.51468410447e-05
2411;7.51364585489e-05
1728;7.49920453619e-05
326;7.48011102043e-05
918;7.45715344148e-05
1509;7.44352333012e-05
756;7.41661075001e-05
1766;7.41554149674e-05
10;7.3843490873e-05
442;7.38352845669e-05
2787;7.37462394144e-05
2440;7.36697331888e-05
2226;7.32988878376e-05
2227;7.29625084285e-05
5209;7.28198435646e-05
23;7.2776622517e-05
568;7.2776236805e-05
2881;7.26171703197e-05
1097;7.25767888274e-05
881;7.24227653162e-05
2563;7.24099310954e-05
820;7.23883492703e-05
391;7.23279043709e-05
3166;7.2151568282e-05
2071;7.20801353198e-05
2061;7.20658011847e-05
4854;7.1818047272e-05
377;7.17114751757e-05
658;7.15091636655e-05
534;7.14561911263e-05
2218;7.1173828739e-05
2397;7.11583031512e-05
158;7.10798107265e-05
2058;7.10651280005e-05
2228;7.08068731379e-05
1812;7.05949451355e-05
3002;7.05055024347e-05
2394;7.03280045409e-05
255;7.0208694457e-05
1534;7.01375680141e-05
776;7.00485785615e-05
2362;7.00429203728e-05
1217;7.0033544413e-05
2399;6.99269532242e-05
520;6.99129995733e-05
894;6.99125893559e-05
997;6.98856339643e-05
1896;6.96257804322e-05
2184;6.95435396366e-05
552;6.94773583752e-05
2015;6.94046379607e-05
3029;6.9121302756e-05
2594;6.90470779318e-05
541;6.89421797322e-05
2547;6.88855989962e-05
96;6.88716040018e-05
1940;6.88363127145e-05
2062;6.87876002731e-05
1901;6.85881953891e-05
32;6.84893334367e-05
824;6.84210960572e-05
262;6.83425622363e-05
759;6.81053588385e-05
1288;6.8078676803e-05
4402;6.80656399476e-05
1669;6.79968653432e-05
2237;6.79350547736e-05
3337;6.79275597603e-05
2385;6.78106942585e-05
164;6.77620506928e-05
711;6.77277686713e-05
1492;6.77243147655e-05
2875;6.74703382565e-05
2354;6.73387484198e-05
119;6.73055273482e-05
1313;6.72339689397e-05
818;6.71929528314e-05
396;6.70240264731e-05
2224;6.70196232534e-05
43;6.69769961735e-05
1287;6.68522725464e-05
1457;6.67716650361e-05
855;6.67321443299e-05
710;6.66502865999e-05
1103;6.66455179981e-05
2646;6.6644231681e-05
2785;6.65962958454e-05
1726;6.65291329332e-05
1999;6.65181095764e-05
2225;6.64896018812e-05
77;6.64271301937e-05
448;6.63305807016e-05
1428;6.62758836418e-05
2209;6.62474499412e-05
3205;6.61635240973e-05
578;6.60468072059e-05
1786;6.59218629786e-05
2413;6.5767039294e-05
2344;6.56796247137e-05
2430;6.55097352702e-05
3165;6.53848231829e-05
3489;6.53721456858e-05
1068;6.53695447864e-05
922;6.53658912825e-05
960;6.51950006429e-05
1376;6.51545473407e-05
3164;6.50542489467e-05
2634;6.50007172126e-05
325;6.48524721274e-05
725;6.4800309794e-05
2026;6.47677588395e-05
2035;6.47458215214e-05
1904;6.47293584182e-05
2236;6.46439281196e-05
4845;6.46420804224e-05
1330;6.46160979398e-05
3343;6.45677864173e-05
2057;6.4394284604e-05
2412;6.42905095317e-05
809;6.41147629915e-05
2076;6.40707454302e-05
92;6.39926869137e-05
1845;6.37756374437e-05
3163;6.37530199343e-05
1481;6.35747613841e-05
703;6.32487881504e-05
241;6.31936513033e-05
1541;6.31569533139e-05
2557;6.31508182735e-05
2516;6.30982790395e-05
2215;6.29681822945e-05
1587;6.29342050147e-05
3212;6.28405679796e-05
2409;6.27330959904e-05
2719;6.26230362118e-05
909;6.25602639905e-05
998;6.25026420738e-05
3304;6.24524498657e-05
4587;6.2395792293e-05
2398;6.23061717567e-05
2063;6.23026124063e-05
3481;6.22665363737e-05
3767;6.21907725713e-05
664;6.20764463312e-05
2569;6.20349138101e-05
2612;6.18152477367e-05
1620;6.15392709768e-05
1894;6.15127055484e-05
808;6.14961063287e-05
864;6.14719148248e-05
660;6.13931211589e-05
693;6.13684155457e-05
1711;6.13176266173e-05
5017;6.12963769708e-05
2868;6.12184105186e-05
253;6.11868185929e-05
3363;6.1124442978e-05
4063;6.10891424274e-05
3114;6.10571994682e-05
5171;6.1054628402e-05
1070;6.09456417904e-05
629;6.09371959723e-05
3509;6.09351249057e-05
2661;6.09316524893e-05
3168;6.09017390947e-05
3167;6.09017390947e-05
56;6.08453103918e-05
2395;6.08004905126e-05
2131;6.07942094568e-05
2410;6.07858722169e-05
3768;6.0722438211e-05
2222;6.06851657897e-05
2524;6.06774867852e-05
4250;6.06352388092e-05
2337;6.06206751329e-05
826;6.05797129162e-05
906;6.04557796436e-05
3617;6.04535999953e-05
397;6.04308398218e-05
3017;6.0392320558e-05
136;6.02847394027e-05
1772;6.0255052996e-05
295;6.02385710693e-05
190;6.01640642653e-05
258;6.01597347356e-05
1475;6.00898270016e-05
2122;6.00877137437e-05
821;6.00658353079e-05
2163;6.0059905273e-05
412;5.98526175524e-05
575;5.97709824218e-05
2210;5.96661059096e-05
2208;5.96661059096e-05
2206;5.96661059096e-05
1524;5.95873785863e-05
3344;5.95790315442e-05
102;5.95177009023e-05
1973;5.94966505206e-05
5048;5.94893510058e-05
637;5.94621760592e-05
1071;5.94560591993e-05
5451;5.93710860721e-05
364;5.93321373318e-05
4166;5.93128524884e-05
5940;5.92369521423e-05
2595;5.92222878021e-05
4159;5.9217612182e-05
5941;5.9180324369e-05
2127;5.91539279606e-05
1327;5.91396620477e-05
979;5.91330398821e-05
2593;5.91051723615e-05
527;5.90347886402e-05
2223;5.90273864135e-05
919;5.9001036544e-05
2373;5.89830312323e-05
1866;5.89202357555e-05
2581;5.89064997046e-05
1240;5.89055226389e-05
3568;5.88674142565e-05
2200;5.88198492583e-05
5300;5.87238056778e-05
